iter	Passed	Remaining
1663	285870	315419
1664	286033	315238
1665	286178	315036
1666	286350	314865
1667	286490	314658
1668	286683	314510
1669	286843	314324
1670	287035	314176
1671	287218	314015
1672	287368	313820
1673	287566	313677
1674	287741	313509
1675	287895	313318
1676	288094	313175
1677	288254	312991
1678	288472	312869
1679	288654	312709
1680	288828	312539
1681	288958	312322
1682	289136	312157
1683	289321	312000
1684	289499	311834
1685	289668	311660
1686	289855	311504
1687	290019	311324
1688	290232	311196
1689	290390	311010
1690	290575	310852
1691	290740	310673
1692	290898	310486
1693	291066	310310
1694	291235	310135
1695	291418	309975
1696	291613	309828
1697	291816	309689
1698	291972	309500
1699	292116	309299
1700	292276	309115
1701	292463	308960
1702	292645	308798
1703	292831	308641
1704	293013	308480
1705	293219	308344
1706	293389	308170
1707	293558	307995
1708	293745	307840
1709	293888	307637
1710	294060	307465
1711	294214	307275
1712	294407	307126
1713	294640	307017
1714	294822	306856
1715	295010	306701
1716	295167	306513
1717	295303	306303
1718	295471	306128
1719	295644	305957
1720	295813	305783
1721	295977	305602
1722	296147	305428
1723	296326	305264
1724	296500	305094
1725	296709	304961
1726	296877	304785
1727	297033	304597
1728	297211	304431
1729	297424	304301
1730	297585	304118
1731	297771	303960
1732	297918	303763
1733	298114	303615
1734	298292	303449
1735	298468	303282
1736	298603	303073
1737	298781	302906
1738	298937	302719
1739	299114	302552
1740	299253	302347
1741	299428	302178
1742	299618	302024
1743	299818	301881
1744	299962	301681
1745	300144	301519
1746	300281	301312
1747	300418	301105
1748	300604	300947
1749	300767	300767
1750	300928	300585
1751	301108	300420
1752	301286	300255
1753	301479	300104
1754	301662	299943
1755	301826	299763
1756	301981	299575
1757	302149	299399
1758	302312	299218
1759	302468	299031
1760	302683	298901
1761	302891	298765
1762	303069	298600
1763	303238	298425
1764	303410	298253
1765	303622	298120
1766	303823	297977
1767	303993	297804
1768	304180	297646
1769	304345	297467
1770	304487	297266
1771	304678	297112
1772	304807	296899
1773	304983	296731
1774	305138	296542
1775	305268	296330
1776	305470	296187
1777	305664	296037
1778	305863	295891
1779	306057	295740
1780	306233	295573
1781	306403	295398
1782	306594	295245
1783	306767	295074
1784	306938	294901
1785	307117	294736
1786	307259	294535
1787	307417	294350
1788	307596	294185
1789	307772	294017
1790	307945	293846
1791	308123	293680
1792	308298	293511
1793	308463	293332
1794	308654	293178
1795	308833	293013
1796	308946	292785
1797	309125	292620
1798	309328	292478
1799	309517	292321
1800	309686	292147
1801	309871	291987
1802	310017	291791
1803	310227	291655
1804	310384	291469
1805	310559	291299
1806	310714	291112
1807	310913	290965
1808	311074	290783
1809	311241	290606
1810	311436	290456
1811	311601	290277
1812	311782	290114
1813	311964	289951
1814	312097	289743
1815	312237	289541
1816	312387	289349
1817	312559	289177
1818	312738	289011
1819	312900	288831
1820	313073	288660
1821	313225	288469
1822	313379	288282
1823	313568	288125
1824	313726	287940
1825	313906	287776
1826	314091	287616
1827	314269	287450
1828	314453	287289
1829	314625	287117
1830	314791	286939
1831	315014	286814
1832	315189	286645
1833	315398	286506
1834	315621	286381
1835	315773	286190
1836	315947	286021
1837	316137	285864
1838	316313	285696
1839	316486	285525
1840	316646	285342
1841	316817	285170
1842	316995	285003
1843	317228	284886
1844	317402	284716
1845	317571	284541
1846	317724	284352
1847	317926	284207
1848	318123	284057
1849	318310	283898
1850	318488	283731
1851	318672	283570
1852	318811	283368
1853	318991	283204
1854	319169	283036
1855	319324	282849
1856	319517	282696
1857	319692	282527
1858	319857	282348
1859	320001	282151
1860	320190	281994
1861	320361	281821
1862	320527	281644
1863	320643	281423
1864	320829	281263
1865	321010	281098
1866	321186	280930
1867	321349	280750
1868	321560	280612
1869	321750	280456
1870	321896	280261
1871	322058	280080
1872	322217	279897
1873	322382	279718
1874	322592	279579
1875	322747	279393
1876	322920	279221
1877	323106	279062
1878	323279	278891
1879	323415	278687
1880	323627	278550
1881	323796	278375
1882	323938	278177
1883	324155	278044
1884	324319	277865
1885	324500	277700
1886	324674	277530
1887	324854	277364
1888	325037	277202
1889	325188	277012
1890	325361	276841
1891	325525	276662
1892	325727	276516
1893	325892	276337
1894	326132	276223
1895	326354	276092
1896	326534	275927
1897	326706	275755
1898	326873	275579
1899	327038	275400
1900	327208	275226
1901	327379	275053
1902	327577	274903
1903	327776	274753
1904	327952	274585
1905	328137	274423
1906	328326	274265
1907	328511	274103
1908	328670	273920
1909	328871	273772
1910	329086	273635
1911	329268	273471
1912	329465	273320
1913	329650	273158
1914	329827	272990
1915	330005	272822
1916	330160	272636
1917	330367	272492
1918	330554	272332
1919	330719	272154
1920	330905	271993
1921	331072	271816
1922	331224	271628
1923	331384	271446
1924	331537	271258
1925	331712	271087
1926	331936	270957
1927	332121	270796
1928	332233	270575
1929	332444	270433
1930	332591	270241
1931	332744	270053
1932	332922	269886
1933	333108	269724
1934	333267	269541
1935	333429	269361
1936	333597	269185
1937	333788	269028
1938	333948	268846
1939	334106	268662
1940	334331	268532
1941	334477	268340
1942	334685	268195
1943	334869	268033
1944	335053	267870
1945	335163	267648
1946	335315	267460
1947	335510	267305
1948	335676	267128
1949	335847	266955
1950	336025	266788
1951	336170	266594
1952	336366	266441
1953	336578	266300
1954	336760	266135
1955	336957	265982
1956	337161	265835
1957	337354	265679
1958	337511	265495
1959	337681	265321
1960	337906	265190
1961	338105	265038
1962	338275	264865
1963	338424	264674
1964	338633	264530
1965	338808	264360
1966	338967	264177
1967	339160	264021
1968	339322	263840
1969	339473	263651
1970	339691	263515
1971	339874	263351
1972	340051	263182
1973	340245	263027
1974	340419	262855
1975	340611	262698
1976	340819	262553
1977	341009	262394
1978	341198	262234
1979	341365	262058
1980	341584	261921
1981	341759	261751
1982	341937	261582
1983	342087	261393
1984	342240	261206
1985	342444	261057
1986	342610	260880
1987	342801	260722
1988	342979	260554
1989	343174	260398
1990	343340	260221
1991	343524	260057
1992	343685	259876
1993	343865	259710
1994	344028	259530
1995	344177	259339
1996	344349	259167
1997	344509	258985
1998	344687	258817
1999	344880	258660
2000	344973	258428
2001	345189	258288
2002	345386	258134
2003	345513	257927
2004	345693	257761
2005	345849	257577
2006	346068	257439
2007	346257	257279
2008	346424	257102
2009	346553	256897
2010	346684	256694
2011	346874	256535
2012	347091	256395
2013	347348	256286
2014	347504	256101
2015	347668	255922
2016	347868	255770
2017	348030	255590
2018	348184	255404
2019	348360	255234
2020	348560	255081
2021	348723	254903
2022	348901	254734
2023	349060	254552
2024	349202	254357
2025	349400	254203
2026	349595	254047
2027	349739	253853
2028	349929	253694
2029	350110	253528
2030	350271	253347
2031	350438	253170
2032	350604	252994
2033	350798	252836
2034	350972	252665
2035	351134	252485
2036	351295	252304
2037	351523	252172
2038	351730	252024
2039	351937	251876
2040	352114	251707
2041	352260	251516
2042	352409	251326
2043	352605	251170
2044	352842	251044
2045	353037	250887
2046	353163	250681
2047	353327	250503
2048	353491	250325
2049	353684	250167
2050	353876	250008
2051	354022	249817
2052	354152	249614
2053	354321	249439
2054	354522	249287
2055	354727	249137
2056	354915	248975
2057	355087	248802
2058	355313	248667
2059	355482	248492
2060	355651	248317
2061	355866	248174
2062	356036	248000
2063	356214	247831
2064	356377	247651
2065	356568	247492
2066	356737	247317
2067	356912	247146
2068	357115	246994
2069	357279	246816
2070	357456	246646
2071	357641	246482
2072	357816	246311
2073	357980	246132
2074	358147	245956
2075	358273	245752
2076	358434	245571
2077	358614	245403
2078	358841	245269
2079	358997	245084
2080	359081	244851
2081	359290	244704
2082	359463	244531
2083	359699	244402
2084	359887	244240
2085	360082	244082
2086	360227	243891
2087	360413	243727
2088	360598	243563
2089	360776	243394
2090	360980	243243
2091	361139	243061
2092	361319	242893
2093	361489	242719
2094	361700	242572
2095	361852	242386
2096	362093	242258
2097	362260	242082
2098	362491	241948
2099	362602	241734
2100	362746	241543
2101	362919	241370
2102	363072	241185
2103	363301	241049
2104	363436	240852
2105	363572	240655
2106	363736	240476
2107	363917	240309
2108	364089	240136
2109	364266	239967
2110	364420	239782
2111	364604	239616
2112	364810	239466
2113	364990	239298
2114	365164	239126
2115	365340	238956
2116	365519	238787
2117	365642	238582
2118	365764	238376
2119	365919	238193
2120	366127	238043
2121	366294	237866
2122	366434	237673
2123	366614	237505
2124	366791	237335
2125	366978	237172
2126	367176	237015
2127	367342	236839
2128	367539	236682
2129	367728	236520
2130	367935	236369
2131	368125	236208
2132	368265	236014
2133	368443	235845
2134	368621	235676
2135	368806	235511
2136	368997	235350
2137	369205	235200
2138	369376	235026
2139	369537	234846
2140	369750	234699
2141	369910	234518
2142	370058	234330
2143	370284	234191
2144	370454	234016
2145	370623	233841
2146	370818	233682
2147	371014	233525
2148	371196	233357
2149	371416	233214
2150	371596	233046
2151	371762	232869
2152	371947	232705
2153	372142	232545
2154	372312	232371
2155	372504	232210
2156	372667	232031
2157	372829	231852
2158	373025	231693
2159	373196	231519
2160	373360	231341
2161	373511	231155
2162	373692	230988
2163	373830	230793
2164	374008	230624
2165	374183	230452
2166	374355	230279
2167	374538	230113
2168	374685	229924
2169	374858	229751
2170	375015	229569
2171	375193	229400
2172	375371	229230
2173	375539	229054
2174	375724	228889
2175	375878	228705
2176	376073	228546
2177	376256	228379
2178	376386	228180
2179	376544	227999
2180	376715	227825
2181	376885	227651
2182	377060	227479
2183	377232	227306
2184	377414	227139
2185	377599	226974
2186	377788	226811
2187	377954	226634
2188	378093	226441
2189	378194	226225
2190	378318	226023
2191	378477	225843
2192	378649	225670
2193	378812	225491
2194	378978	225315
2195	379155	225145
2196	379335	224976
2197	379494	224795
2198	379674	224627
2199	379867	224467
2200	380018	224281
2201	380160	224090
2202	380356	223932
2203	380514	223751
2204	380691	223580
2205	380857	223404
2206	381069	223254
2207	381278	223103
2208	381437	222922
2209	381583	222734
2210	381803	222589
2211	382008	222435
2212	382159	222249
2213	382287	222051
2214	382474	221887
2215	382708	221749
2216	382863	221566
2217	383045	221399
2218	383188	221209
2219	383335	221022
2220	383494	220841
2221	383741	220711
2222	383887	220523
2223	384074	220359
2224	384248	220187
2225	384458	220036
2226	384675	219888
2227	384874	219730
2228	385039	219553
2229	385210	219379
2230	385387	219209
2231	385525	219017
2232	385722	218858
2233	385892	218684
2234	386083	218521
2235	386290	218368
2236	386441	218183
2237	386664	218038
2238	386829	217861
2239	387077	217731
2240	387256	217561
2241	387437	217393
2242	387637	217236
2243	387804	217059
2244	387953	216874
2245	388118	216696
2246	388304	216531
2247	388500	216371
2248	388680	216202
2249	388839	216022
2250	389074	215883
2251	389232	215702
2252	389408	215531
2253	389573	215354
2254	389748	215182
2255	389914	215005
2256	390071	214824
2257	390249	214654
2258	390413	214476
2259	390570	214295
2260	390685	214091
2261	390854	213916
2262	391097	213781
2263	391311	213631
2264	391508	213471
2265	391701	213309
2266	391890	213145
2267	392075	212979
2268	392243	212803
2269	392423	212634
2270	392582	212454
2271	392812	212312
2272	392994	212144
2273	393170	211973
2274	393334	211795
2275	393496	211616
2276	393673	211446
2277	393902	211303
2278	394093	211140
2279	394264	210966
2280	394427	210787
2281	394600	210615
2282	394814	210463
2283	395023	210310
2284	395186	210132
2285	395362	209960
2286	395577	209810
2287	395734	209628
2288	395927	209466
2289	396114	209300
2290	396288	209128
2291	396494	208972
2292	396656	208793
2293	396820	208615
2294	396988	208440
2295	397207	208291
2296	397395	208126
2297	397565	207952
2298	397701	207759
2299	397880	207589
2300	398063	207421
2301	398232	207246
2302	398407	207074
2303	398599	206911
2304	398758	206731
2305	398960	206573
2306	399137	206402
2307	399214	206180
2308	399400	206014
2309	399582	205845
2310	399753	205671
2311	399941	205506
2312	400104	205328
2313	400302	205168
2314	400534	205025
2315	400695	204846
2316	400822	204649
2317	401013	204485
2318	401178	204308
2319	401389	204154
2320	401584	203993
2321	401792	203838
2322	402008	203686
2323	402099	203472
2324	402289	203307
2325	402455	203130
2326	402653	202970
2327	402857	202813
2328	403040	202645
2329	403189	202459
2330	403359	202285
2331	403533	202113
2332	403701	201937
2333	403891	201772
2334	404058	201596
2335	404229	201422
2336	404435	201265
2337	404623	201100
2338	404805	200931
2339	404979	200759
2340	405166	200592
2341	405380	200440
2342	405557	200268
2343	405720	200090
2344	405899	199920
2345	406061	199742
2346	406266	199584
2347	406458	199421
2348	406696	199279
2349	406849	199096
2350	407067	198945
2351	407261	198782
2352	407442	198612
2353	407613	198438
2354	407802	198273
2355	407975	198100
2356	408132	197919
2357	408319	197752
2358	408509	197587
2359	408656	197402
2360	408828	197228
2361	409054	197080
2362	409143	196866
2363	409324	196697
2364	409504	196527
2365	409689	196359
2366	409895	196202
2367	410070	196030
2368	410228	195849
2369	410396	195674
2370	410576	195504
2371	410750	195331
2372	410935	195163
2373	411110	194991
2374	411260	194807
2375	411437	194636
2376	411652	194482
2377	411840	194316
2378	412032	194152
2379	412198	193975
2380	412365	193799
2381	412558	193635
2382	412769	193480
2383	412942	193306
2384	413113	193132
2385	413279	192955
2386	413445	192779
2387	413632	192612
2388	413787	192431
2389	414017	192284
2390	414188	192109
2391	414352	191932
2392	414524	191758
2393	414696	191585
2394	414863	191408
2395	415022	191228
2396	415178	191047
2397	415355	190876
2398	415529	190703
2399	415694	190526
2400	415867	190353
2401	416059	190188
2402	416238	190018
2403	416404	189841
2404	416624	189689
2405	416852	189541
2406	417026	189368
2407	417201	189195
2408	417307	188992
2409	417449	188804
2410	417635	188637
2411	417835	188476
2412	417992	188295
2413	418177	188127
2414	418347	187953
2415	418554	187795
2416	418720	187618
2417	418899	187448
2418	419054	187266
2419	419233	187096
2420	419402	186920
2421	419645	186778
2422	419783	186589
2423	419953	186414
2424	420118	186237
2425	420280	186059
2426	420444	185882
2427	420593	185698
2428	420819	185548
2429	420987	185373
2430	421174	185205
2431	421329	185024
2432	421489	184845
2433	421671	184676
2434	421838	184500
2435	422005	184324
2436	422181	184152
2437	422368	183985
2438	422569	183823
2439	422753	183655
2440	422950	183492
2441	423140	183326
2442	423295	183144
2443	423461	182968
2444	423583	182773
2445	423746	182595
2446	423941	182431
2447	424187	182289
2448	424373	182121
2449	424525	181939
2450	424689	181762
2451	424855	181585
2452	425041	181417
2453	425258	181263
2454	425417	181083
2455	425588	180909
2456	425777	180743
2457	425929	180560
2458	426082	180378
2459	426295	180222
2460	426457	180044
2461	426640	179875
2462	426802	179697
2463	426957	179516
2464	427107	179333
2465	427301	179168
2466	427524	179016
2467	427705	178846
2468	427882	178674
2469	428055	178500
2470	428253	178337
2471	428433	178167
2472	428631	178004
2473	428798	177828
2474	429019	177674
2475	429221	177513
2476	429366	177328
2477	429542	177156
2478	429774	177006
2479	429944	176832
2480	430120	176659
2481	430279	176480
2482	430465	176312
2483	430642	176140
2484	430840	175976
2485	431009	175801
2486	431179	175627
2487	431355	175455
2488	431542	175287
2489	431747	175126
2490	431920	174952
2491	432089	174777
2492	432289	174615
2493	432507	174459
2494	432670	174282
2495	432906	174134
2496	433080	173960
2497	433261	173790
2498	433491	173639
2499	433662	173464
2500	433854	173298
2501	434022	173123
2502	434184	172945
2503	434335	172762
2504	434538	172601
2505	434708	172426
2506	434878	172251
2507	435033	172070
2508	435199	171894
2509	435299	171691
2510	435479	171521
2511	435670	171354
2512	435865	171189
2513	436048	171019
2514	436231	170849
2515	436406	170677
2516	436611	170515
2517	436778	170340
2518	436931	170158
2519	437107	169986
2520	437272	169809
2521	437405	169620
2522	437594	169453
2523	437759	169276
2524	437930	169101
2525	438113	168932
2526	438334	168776
2527	438503	168601
2528	438672	168426
2529	438858	168258
2530	439100	168110
2531	439269	167935
2532	439462	167769
2533	439645	167599
2534	439804	167420
2535	439938	167232
2536	440101	167054
2537	440291	166887
2538	440461	166712
2539	440660	166548
2540	440838	166377
2541	441041	166214
2542	441146	166015
2543	441349	165852
2544	441544	165687
2545	441711	165511
2546	441929	165354
2547	442100	165180
2548	442277	165008
2549	442461	164838
2550	442652	164671
2551	442839	164502
2552	443013	164329
2553	443171	164150
2554	443342	163975
2555	443506	163798
2556	443688	163628
2557	443895	163467
2558	444073	163295
2559	444227	163114
2560	444434	162953
2561	444593	162774
2562	444724	162585
2563	444881	162406
2564	445101	162249
2565	445250	162066
2566	445431	161896
2567	445666	161744
2568	445858	161578
2569	446023	161401
2570	446235	161242
2571	446408	161068
2572	446562	160887
2573	446760	160722
2574	446944	160553
2575	447191	160405
2576	447405	160246
2577	447588	160076
2578	447771	159906
2579	447963	159738
2580	448171	159577
2581	448348	159404
2582	448528	159233
2583	448703	159060
2584	448887	158890
2585	449054	158714
2586	449247	158547
2587	449392	158364
2588	449569	158191
2589	449769	158027
2590	449909	157841
2591	450056	157658
2592	450226	157483
2593	450414	157315
2594	450623	157153
2595	450797	156980
2596	450975	156808
2597	451119	156624
2598	451277	156445
2599	451453	156272
2600	451641	156103
2601	451862	155946
2602	452055	155779
2603	452200	155595
2604	452370	155420
2605	452611	155270
2606	452828	155111
2607	453010	154940
2608	453183	154766
2609	453340	154587
2610	453558	154428
2611	453715	154249
2612	453878	154071
2613	454017	153886
2614	454202	153716
2615	454367	153539
2616	454588	153382
2617	454766	153210
2618	454918	153029
2619	455089	152854
2620	455267	152682
2621	455451	152511
2622	455635	152341
2623	455850	152181
2624	456008	152002
2625	456166	151824
2626	456319	151643
2627	456509	151475
2628	456692	151304
2629	456843	151123
2630	457023	150951
2631	457268	150801
2632	457445	150628
2633	457616	150454
2634	457808	150286
2635	457966	150107
2636	458129	149930
2637	458358	149774
2638	458525	149598
2639	458726	149433
2640	458869	149249
2641	459010	149065
2642	459216	148902
2643	459408	148734
2644	459545	148548
2645	459699	148368
2646	459870	148194
2647	460034	148017
2648	460202	147841
2649	460365	147664
2650	460553	147495
2651	460735	147324
2652	460918	147153
2653	461094	146980
2654	461275	146808
2655	461433	146630
2656	461592	146451
2657	461781	146282
2658	461927	146100
2659	462097	145925
2660	462274	145752
2661	462437	145575
2662	462669	145420
2663	462841	145245
2664	463027	145076
2665	463177	144895
2666	463380	144730
2667	463581	144565
2668	463774	144397
2669	463919	144214
2670	464100	144043
2671	464248	143861
2672	464375	143673
2673	464548	143499
2674	464721	143325
2675	464919	143158
2676	465111	142990
2677	465271	142812
2678	465466	142645
2679	465643	142472
2680	465807	142296
2681	465959	142115
2682	466161	141950
2683	466331	141775
2684	466509	141603
2685	466678	141428
2686	466864	141258
2687	467039	141084
2688	467206	140909
2689	467398	140740
2690	467595	140574
2691	467777	140402
2692	467940	140225
2693	468124	140055
2694	468309	139884
2695	468475	139708
2696	468659	139537
2697	468843	139367
2698	469011	139191
2699	469161	139010
2700	469318	138832
2701	469502	138661
2702	469652	138480
2703	469832	138308
2704	470014	138137
2705	470233	137976
2706	470394	137799
2707	470631	137644
2708	470791	137466
2709	471011	137305
2710	471163	137125
2711	471409	136972
2712	471604	136805
2713	471802	136638
2714	472004	136472
2715	472177	136298
2716	472278	136103
2717	472512	135947
2718	472673	135769
2719	472830	135591
2720	473038	135426
2721	473210	135252
2722	473375	135076
2723	473545	134901
2724	473689	134719
2725	473859	134544
2726	473993	134358
2727	474191	134192
2728	474358	134016
2729	474570	133853
2730	474715	133671
2731	474901	133500
2732	475056	133321
2733	475222	133145
2734	475416	132977
2735	475602	132807
2736	475746	132624
2737	475932	132454
2738	476098	132278
2739	476276	132105
2740	476462	131935
2741	476639	131762
2742	476835	131594
2743	477003	131419
2744	477225	131258
2745	477422	131091
2746	477654	130933
2747	477851	130765
2748	478019	130590
2749	478221	130423
2750	478426	130258
2751	478562	130074
2752	478714	129894
2753	478882	129719
2754	479100	129556
2755	479300	129390
2756	479476	129217
2757	479651	129043
2758	479805	128863
2759	480006	128697
2760	480135	128511
2761	480317	128339
2762	480501	128168
2763	480711	128004
2764	480866	127825
2765	481040	127651
2766	481225	127480
2767	481405	127307
2768	481585	127135
2769	481732	126954
2770	481886	126775
2771	482055	126600
2772	482215	126422
2773	482357	126240
2774	482624	126091
2775	482832	125925
2776	483014	125754
2777	483268	125601
2778	483516	125446
2779	483716	125279
2780	483891	125105
2781	484089	124937
2782	484256	124761
2783	484454	124593
2784	484662	124428
2785	484800	124245
2786	484985	124074
2787	485151	123898
2788	485334	123726
2789	485527	123557
2790	485729	123390
2791	485928	123222
2792	486115	123051
2793	486319	122885
2794	486498	122712
2795	486710	122547
2796	486934	122386
2797	487162	122225
2798	487383	122063
2799	487563	121890
2800	487793	121730
2801	487985	121560
2802	488183	121392
2803	488337	121213
2804	488551	121049
2805	488740	120878
2806	488972	120718
2807	489136	120542
2808	489289	120362
2809	489451	120185
2810	489673	120023
2811	489897	119861
2812	490083	119689
2813	490244	119512
2814	490450	119345
2815	490616	119169
2816	490804	118998
2817	491017	118833
2818	491117	118641
2819	491277	118464
2820	491467	118293
2821	491717	118137
2822	491902	117965
2823	492004	117774
2824	492172	117598
2825	492331	117420
2826	492526	117251
2827	492755	117090
2828	492923	116914
2829	493117	116745
2830	493293	116571
2831	493476	116399
2832	493652	116225
2833	493847	116055
2834	494100	115900
2835	494275	115726
2836	494458	115553
2837	494665	115387
2838	494861	115217
2839	495094	115057
2840	495268	114882
2841	495442	114708
2842	495668	114546
2843	495849	114373
2844	496043	114203
2845	496140	114011
2846	496328	113840
2847	496550	113676
2848	496718	113500
2849	496927	113334
2850	497105	113160
2851	497302	112991
2852	497474	112816
2853	497631	112638
2854	497840	112471
2855	498021	112298
2856	498200	112125
2857	498377	111951
2858	498564	111780
2859	498812	111622
2860	499005	111452
2861	499129	111266
2862	499379	111108
2863	499686	110963
2864	499862	110789
2865	500068	110622
2866	500244	110448
2867	500481	110287
2868	500689	110120
2869	500852	109943
2870	501051	109774
2871	501294	109614
2872	501528	109452
2873	501696	109276
2874	501853	109098
2875	502045	108927
2876	502244	108758
2877	502416	108583
2878	502586	108407
2879	502747	108230
2880	502949	108061
2881	503123	107886
2882	503301	107713
2883	503492	107542
2884	503640	107361
2885	503826	107189
2886	504023	107019
2887	504170	106839
2888	504356	106667
2889	504510	106488
2890	504658	106308
2891	504886	106144
2892	505076	105973
2893	505236	105795
2894	505399	105618
2895	505614	105452
2896	505788	105278
2897	505948	105100
2898	506128	104926
2899	506293	104750
2900	506488	104580
2901	506678	104408
2902	506881	104239
2903	507029	104059
2904	507196	103883
2905	507415	103718
2906	507608	103547
2907	507794	103374
2908	507993	103205
2909	508162	103029
2910	508367	102860
2911	508539	102685
2912	508702	102508
2913	508908	102340
2914	509061	102161
2915	509259	101991
2916	509403	101810
2917	509571	101634
2918	509716	101454
2919	509919	101285
2920	510112	101114
2921	510250	100932
2922	510411	100755
2923	510550	100573
2924	510709	100395
2925	510895	100223
2926	511028	100040
2927	511196	99864
2928	511369	99689
2929	511555	99517
2930	511723	99341
2931	511960	99179
2932	512113	99000
2933	512332	98834
2934	512491	98656
2935	512667	98482
2936	512858	98310
2937	513147	98158
2938	513311	97981
2939	513492	97808
2940	513655	97631
2941	513848	97460
2942	514010	97282
2943	514178	97107
2944	514356	96933
2945	514536	96759
2946	514701	96582
2947	514933	96419
2948	515110	96244
2949	515290	96071
2950	515451	95893
2951	515621	95718
2952	515800	95544
2953	515955	95366
2954	516164	95197
2955	516325	95020
2956	516537	94852
2957	516764	94687
2958	516984	94521
2959	517160	94346
2960	517327	94170
2961	517514	93998
2962	517672	93820
2963	517823	93641
2964	517986	93464
2965	518149	93287
2966	518293	93107
2967	518523	92942
2968	518695	92767
2969	518946	92606
2970	519166	92439
2971	519308	92259
2972	519466	92081
2973	519634	91905
2974	519848	91737
2975	520096	91576
2976	520249	91397
2977	520420	91222
2978	520595	91047
2979	520757	90870
2980	521000	90707
2981	521183	90534
2982	521352	90358
2983	521544	90186
2984	521715	90011
2985	521919	89841
2986	522078	89663
2987	522237	89486
2988	522374	89305
2989	522580	89135
2990	522770	88963
2991	522957	88790
2992	523148	88618
2993	523332	88445
2994	523511	88271
2995	523662	88092
2996	523873	87924
2997	524034	87746
2998	524193	87569
2999	524345	87390
3000	524512	87214
3001	524747	87049
3002	524993	86886
3003	525187	86715
3004	525344	86537
3005	525527	86364
3006	525713	86191
3007	525911	86020
3008	526065	85841
3009	526241	85667
3010	526401	85490
3011	526565	85313
3012	526776	85144
3013	526966	84972
3014	527157	84799
3015	527337	84625
3016	527534	84454
3017	527695	84277
3018	527895	84106
3019	528057	83929
3020	528288	83763
3021	528496	83594
3022	528637	83413
3023	528771	83232
3024	528938	83056
3025	529144	82886
3026	529343	82715
3027	529582	82550
3028	529760	82376
3029	529973	82207
3030	530136	82030
3031	530295	81853
3032	530486	81680
3033	530660	81505
3034	530852	81333
3035	531069	81164
3036	531188	80981
3037	531346	80803
3038	531513	80627
3039	531660	80448
3040	531879	80280
3041	532051	80105
3042	532248	79933
3043	532429	79759
3044	532581	79581
3045	532742	79404
3046	532958	79235
3047	533118	79058
3048	533334	78889
3049	533499	78713
3050	533670	78537
3051	533832	78360
3052	534063	78194
3053	534212	78015
3054	534384	77839
3055	534590	77669
3056	534747	77492
3057	534960	77322
3058	535117	77145
3059	535281	76968
3060	535466	76795
3061	535648	76621
3062	535925	76460
3063	536128	76289
3064	536299	76114
3065	536427	75932
3066	536572	75753
3067	536730	75576
3068	536937	75405
3069	537101	75229
3070	537369	75067
3071	537604	74900
3072	537769	74724
3073	538012	74558
3074	538217	74387
3075	538397	74213
3076	538580	74039
3077	538762	73865
3078	538979	73696
3079	539165	73522
3080	539358	73349
3081	539544	73176
3082	539718	73001
3083	539904	72827
3084	540082	72652
3085	540262	72478
3086	540442	72304
3087	540609	72127
3088	540774	71951
3089	541018	71785
3090	541202	71611
3091	541358	71434
3092	541527	71258
3093	541714	71084
3094	542004	70924
3095	542151	70745
3096	542333	70571
3097	542481	70393
3098	542571	70206
3099	542755	70032
3100	542965	69862
3101	543114	69683
3102	543315	69512
3103	543496	69337
3104	543675	69163
3105	543859	68989
3106	544084	68820
3107	544244	68643
3108	544441	68471
3109	544616	68295
3110	544831	68125
3111	544981	67947
3112	545113	67767
3113	545310	67594
3114	545500	67421
3115	545709	67250
3116	545921	67079
3117	546042	66898
3118	546188	66719
3119	546349	66542
3120	546519	66366
3121	546695	66191
3122	546887	66018
3123	547100	65848
3124	547291	65674
3125	547451	65498
3126	547624	65322
3127	547933	65163
3128	548090	64986
3129	548233	64807
3130	548452	64637
3131	548649	64464
3132	548849	64292
3133	549060	64121
3134	549226	63945
3135	549431	63773
3136	549591	63596
3137	549758	63420
3138	549971	63249
3139	550179	63077
3140	550347	62901
3141	550474	62721
3142	550636	62544
3143	550784	62366
3144	550972	62192
3145	551092	62011
3146	551251	61834
3147	551411	61657
3148	551586	61482
3149	551742	61304
3150	551935	61131
3151	552102	60955
3152	552296	60782
3153	552492	60609
3154	552672	60434
3155	552915	60267
3156	553063	60088
3157	553286	59918
3158	553487	59746
3159	553646	59569
3160	553830	59395
3161	553988	59218
3162	554162	59042
3163	554349	58868
3164	554590	58700
3165	554816	58530
3166	554984	58354
3167	555228	58186
3168	555439	58015
3169	555631	57841
3170	555782	57663
3171	556020	57495
3172	556193	57319
3173	556365	57144
3174	556540	56968
3175	556707	56792
3176	556909	56619
3177	557142	56450
3178	557382	56281
3179	557555	56106
3180	557721	55929
3181	557975	55762
3182	558123	55584
3183	558293	55408
3184	558523	55238
3185	558723	55065
3186	559002	54900
3187	559166	54723
3188	559378	54552
3189	559561	54377
3190	559715	54199
3191	559931	54028
3192	560091	53851
3193	560269	53676
3194	560460	53502
3195	560553	53319
3196	560738	53144
3197	560973	52974
3198	561105	52795
3199	561186	52611
3200	561401	52439
3201	561593	52265
3202	561789	52092
3203	561954	51915
3204	562111	51738
3205	562288	51563
3206	562493	51390
3207	562652	51213
3208	562847	51040
3209	563026	50865
3210	563209	50690
3211	563419	50518
3212	563574	50341
3213	563757	50166
3214	563984	49995
3215	564164	49820
3216	564311	49642
