iter	Passed	Remaining
399	66296	513798
400	66459	513613
401	66603	513274
402	66759	513038
403	66965	513184
404	67154	513195
405	67306	512921
406	67462	512683
407	67610	512384
408	67787	512297
409	67907	511793
410	68080	511683
411	68256	511595
412	68381	511122
413	68544	510941
414	68713	510798
415	68932	511025
416	69092	510823
417	69288	510878
418	69458	510742
419	69616	510518
420	69802	510505
421	69933	510083
422	70093	509879
423	70246	509619
424	70417	509489
425	70577	509284
426	70745	509133
427	70908	508953
428	71072	508770
429	71260	508764
430	71411	508495
431	71614	508594
432	71813	508665
433	72038	508919
434	72225	508899
435	72385	508692
436	72552	508532
437	72728	508432
438	72939	508585
439	73102	508394
440	73268	508226
441	73453	508190
442	73645	508201
443	73844	508263
444	73994	507984
445	74155	507781
446	74316	507578
447	74476	507372
448	74633	507138
449	74789	506906
450	74977	506886
451	75168	506885
452	75342	506772
453	75486	506457
454	75636	506183
455	75839	506258
456	75981	505930
457	76158	505835
458	76332	505720
459	76490	505505
460	76670	505425
461	76852	505364
462	77002	505089
463	77176	504974
464	77338	504780
465	77519	504710
466	77682	504521
467	77867	504475
468	78026	504259
469	78183	504032
470	78328	503729
471	78503	503619
472	78675	503492
473	78853	503399
474	79023	503256
475	79198	503142
476	79348	502870
477	79517	502722
478	79706	502697
479	79925	502865
480	80106	502791
481	80249	502478
482	80414	502297
483	80607	502300
484	80821	502425
485	80983	502230
486	81153	502085
487	81310	501857
488	81463	501609
489	81646	501544
490	81818	501406
491	81975	501181
492	82144	501033
493	82320	500924
494	82520	500960
495	82683	500770
496	82873	500745
497	83079	500813
498	83244	500631
499	83412	500476
500	83584	500340
501	83772	500296
502	83941	500143
503	84118	500038
504	84301	499963
505	84460	499751
506	84634	499625
507	84828	499622
508	84986	499402
509	85168	499322
510	85343	499202
511	85547	499251
512	85723	499135
513	85933	499217
514	86099	499041
515	86283	498970
516	86445	498777
517	86606	498571
518	86767	498370
519	86923	498137
520	87103	498043
521	87359	498384
522	87515	498152
523	87676	497949
524	87892	498055
525	88076	497985
526	88251	497859
527	88428	497746
528	88608	497647
529	88819	497726
530	88974	497486
531	89121	497204
532	89283	497004
533	89440	496778
534	89576	496440
535	89771	496425
536	89909	496095
537	90071	495893
538	90192	495471
539	90303	494998
540	90449	494714
541	90611	494517
542	90797	494451
543	90981	494378
544	91134	494130
545	91301	493963
546	91476	493841
547	91612	493503
548	91771	493293
549	91940	493135
550	92119	493030
551	92287	492869
552	92445	492654
553	92590	492365
554	92743	492126
555	92932	492073
556	93144	492143
557	93311	491976
558	93466	491744
559	93624	491528
560	93768	491240
561	93957	491189
562	94100	490892
563	94266	490719
564	94419	490477
565	94609	490430
566	94858	490688
567	95078	490794
568	95266	490729
569	95451	490655
570	95638	490584
571	95826	490522
572	96057	490681
573	96216	490471
574	96376	490264
575	96570	490230
576	96726	490000
577	96951	490125
578	97150	490113
579	97364	490180
580	97515	489929
581	97682	489756
582	97925	489961
583	98099	489823
584	98273	489689
585	98448	489553
586	98646	489537
587	98808	489339
588	98975	489166
589	99141	488985
590	99351	489024
591	99489	488707
592	99693	488717
593	99868	488580
594	100037	488418
595	100208	488261
596	100377	488101
597	100560	488002
598	100736	487873
599	100890	487638
600	101033	487347
601	101193	487141
602	101346	486902
603	101532	486820
604	101725	486768
605	101919	486724
606	102057	486411
607	102235	486291
608	102408	486147
609	102579	485989
610	102738	485781
611	102899	485577
612	103098	485553
613	103251	485313
614	103482	485444
615	103665	485344
616	103856	485278
617	104038	485174
618	104196	484960
619	104374	484836
620	104540	484657
621	104713	484512
622	104879	484330
623	105038	484118
624	105243	484121
625	105433	484052
626	105611	483926
627	105793	483819
628	105927	483492
629	106092	483311
630	106323	483424
631	106485	483228
632	106650	483042
633	106816	482865
634	106971	482636
635	107146	482497
636	107310	482308
637	107499	482229
638	107673	482089
639	107844	481930
640	107924	481366
641	108178	481580
642	108364	481490
643	108562	481452
644	108724	481254
645	108888	481063
646	109069	480950
647	109269	480920
648	109435	480738
649	109599	480550
650	109760	480349
651	109927	480174
652	110125	480133
653	110290	479950
654	110451	479747
655	110613	479550
656	110755	479268
657	110927	479112
658	111088	478909
659	111239	478667
660	111409	478503
661	111564	478278
662	111733	478110
663	111935	478084
664	112094	477876
665	112281	477788
666	112459	477656
667	112639	477535
668	112806	477360
669	112987	477247
670	113142	477021
671	113306	476830
672	113480	476686
673	113644	476499
674	113769	476145
675	113934	475961
676	114107	475814
677	114272	475631
678	114442	475468
679	114602	475263
680	114784	475150
681	114947	474957
682	115095	474707
683	115262	474531
684	115482	474573
685	115646	474387
686	115823	474250
687	116010	474158
688	116165	473934
689	116358	473867
690	116515	473648
691	116675	473447
692	116873	473397
693	117030	473179
694	117135	472756
695	117333	472704
696	117515	472590
697	117687	472434
698	117865	472303
699	117989	471956
700	118158	471792
701	118315	471576
702	118490	471433
703	118678	471341
704	118841	471153
705	119047	471130
706	119212	470948
707	119385	470797
708	119551	470617
709	119724	470465
710	119892	470293
711	120047	470074
712	120241	470002
713	120422	469882
714	120612	469797
715	120802	469713
716	120958	469493
717	121129	469333
718	121274	469072
719	121432	468865
720	121594	468669
721	121770	468528
722	121939	468361
723	122116	468224
724	122272	468008
725	122434	467816
726	122604	467650
727	122765	467453
728	122924	467248
729	123076	467015
730	123246	466852
731	123435	466760
732	123610	466616
733	123789	466488
734	123948	466283
735	124126	466149
736	124297	465989
737	124463	465808
738	124646	465696
739	124838	465613
740	124924	465136
741	125106	465019
742	125284	464882
743	125452	464713
744	125617	464531
745	125791	464381
746	125970	464252
747	126140	464090
748	126311	463927
749	126509	463866
750	126698	463772
751	126881	463658
752	127048	463483
753	127222	463331
754	127398	463191
755	127557	462985
756	127690	462686
757	127842	462458
758	128001	462255
759	128180	462125
760	128382	462076
761	128556	461927
762	128708	461696
763	128951	461793
764	129076	461468
765	129229	461244
766	129391	461050
767	129552	460854
768	129730	460719
769	129893	460530
770	130075	460410
771	130252	460270
772	130458	460231
773	130602	459976
774	130779	459836
775	130859	459358
776	131044	459245
777	131238	459167
778	131408	459003
779	131578	458837
780	131742	458653
781	131918	458510
782	132109	458417
783	132302	458332
784	132465	458145
785	132623	457937
786	132797	457790
787	132937	457520
788	133108	457359
789	133271	457171
790	133419	456933
791	133603	456816
792	133751	456578
793	133906	456360
794	134073	456187
795	134275	456130
796	134434	455931
797	134592	455726
798	134780	455623
799	134917	455346
800	135080	455159
801	135223	454904
802	135394	454744
803	135566	454584
804	135753	454479
805	135960	454438
806	136125	454258
807	136333	454219
808	136495	454027
809	136669	453878
810	136887	453871
811	137060	453717
812	137235	453568
813	137420	453453
814	137607	453343
815	137791	453227
816	137968	453084
817	138139	452921
818	138316	452778
819	138552	452829
820	138722	452664
821	138857	452384
822	139026	452217
823	139228	452155
824	139387	451953
825	139560	451798
826	139728	451626
827	139891	451438
828	140056	451256
829	140287	451285
830	140458	451123
831	140635	450979
832	140809	450827
833	140980	450664
834	141168	450556
835	141331	450366
836	141497	450188
837	141662	450005
838	141827	449823
839	141980	449605
840	142151	449442
841	142307	449231
842	142427	448909
843	142607	448775
844	142804	448692
845	143025	448689
846	143182	448482
847	143345	448293
848	143525	448158
849	143699	448003
850	143849	447777
851	144077	447788
852	144261	447667
853	144440	447528
854	144629	447420
855	144796	447245
856	144928	446961
857	145094	446782
858	145242	446548
859	145399	446341
860	145568	446174
861	145689	445856
862	145863	445704
863	146024	445510
864	146208	445385
865	146396	445274
866	146552	445065
867	146711	444866
868	146878	444690
869	147051	444534
870	147221	444369
871	147396	444218
872	147561	444036
873	147780	444017
874	147963	443889
875	148119	443681
876	148286	443505
877	148457	443343
878	148642	443221
879	148819	443077
880	148977	442875
881	149161	442749
882	149345	442624
883	149521	442476
884	149705	442351
885	149865	442152
886	150047	442023
887	150200	441804
888	150372	441646
889	150518	441407
890	150699	441273
891	150897	441188
892	151062	441007
893	151211	440778
894	151377	440600
895	151561	440474
896	151776	440439
897	151932	440231
898	152167	440252
899	152359	440150
900	152529	439981
901	152750	439961
902	152950	439880
903	153135	439757
904	153370	439774
905	153521	439553
906	153697	439402
907	153906	439345
908	154128	439325
909	154314	439202
910	154454	438949
911	154612	438746
912	154791	438602
913	154971	438463
914	155177	438396
915	155381	438325
916	155562	438187
917	155747	438062
918	155921	437903
919	156072	437680
920	156267	437583
921	156432	437401
922	156615	437266
923	156783	437092
924	156943	436897
925	157091	436666
926	157258	436490
927	157445	436368
928	157615	436200
929	157794	436055
930	157954	435860
931	158123	435688
932	158263	435437
933	158445	435301
934	158603	435099
935	158786	434965
936	158947	434773
937	159107	434576
938	159271	434392
939	159435	434207
940	159606	434041
941	159774	433866
942	159966	433757
943	160135	433587
944	160289	433374
945	160488	433285
946	160649	433090
947	160827	432946
948	160990	432758
949	161210	432724
950	161383	432561
951	161552	432390
952	161724	432227
953	161807	431825
954	161976	431655
955	162140	431471
956	162331	431356
957	162507	431204
958	162679	431041
959	162861	430904
960	163029	430729
961	163206	430580
962	163384	430431
963	163580	430331
964	163748	430159
965	163905	429953
966	164094	429835
967	164239	429602
968	164420	429462
969	164609	429342
970	164744	429081
971	164921	428932
972	165102	428790
973	165273	428625
974	165444	428457
975	165603	428260
976	165789	428135
977	165965	427979
978	166135	427812
979	166306	427646
980	166469	427459
981	166620	427241
982	166804	427106
983	166975	426942
984	167208	426932
985	167398	426816
986	167570	426651
987	167758	426527
988	167924	426347
989	168063	426099
990	168225	425911
991	168393	425736
992	168556	425551
993	168765	425478
994	168946	425336
995	169109	425151
996	169274	424968
997	169450	424815
998	169602	424599
999	169787	424469
1000	169954	424292
1001	170118	424107
1002	170292	423948
1003	170465	423785
1004	170674	423715
1005	170865	423597
1006	171055	423477
1007	171220	423294
1008	171397	423143
1009	171598	423048
1010	171757	422852
1011	171991	422840
1012	172168	422687
1013	172253	422309
1014	172422	422136
1015	172566	421905
1016	172739	421741
1017	172917	421591
1018	173099	421451
1019	173263	421269
1020	173437	421108
1021	173594	420907
1022	173786	420790
1023	173949	420603
1024	174129	420458
1025	174286	420257
1026	174450	420075
1027	174615	419891
1028	174765	419673
1029	174954	419550
1030	175186	419530
1031	175426	419528
1032	175612	419395
1033	175788	419239
1034	175938	419022
1035	176129	418903
1036	176313	418765
1037	176476	418579
1038	176644	418405
1039	176807	418217
1040	176976	418044
1041	177152	417888
1042	177294	417652
1043	177448	417445
1044	177593	417216
1045	177799	417131
1046	177950	416917
1047	178109	416721
1048	178273	416538
1049	178437	416354
1050	178652	416290
1051	178827	416129
1052	178995	415957
1053	179235	415947
1054	179405	415778
1055	179568	415592
1056	179738	415421
1057	179905	415244
1058	180070	415063
1059	180253	414924
1060	180412	414727
1061	180564	414517
1062	180734	414346
1063	180891	414145
1064	181055	413963
1065	181229	413801
1066	181378	413584
1067	181556	413432
1068	181743	413301
1069	181908	413118
1070	182078	412948
1071	182248	412779
1072	182411	412592
1073	182562	412379
1074	182747	412243
1075	182963	412177
1076	183196	412149
1077	183384	412020
1078	183551	411841
1079	183716	411661
1080	183858	411428
1081	184020	411239
1082	184183	411053
1083	184320	410810
1084	184502	410667
1085	184670	410491
1086	184813	410262
1087	184988	410104
1088	185159	409935
1089	185337	409782
1090	185497	409590
1091	185667	409420
1092	185903	409395
1093	186093	409270
1094	186269	409112
1095	186431	408924
1096	186598	408747
1097	186784	408612
1098	186950	408433
1099	187128	408280
1100	187299	408112
1101	187508	408025
1102	187678	407855
1103	187849	407688
1104	187998	407472
1105	188226	407426
1106	188388	407239
1107	188565	407083
1108	188738	406919
1109	188890	406711
1110	189067	406553
1111	189230	406369
1112	189389	406174
1113	189547	405978
1114	189780	405942
1115	189946	405762
1116	190111	405583
1117	190276	405402
1118	190429	405195
1119	190569	404960
1120	190747	404806
1121	190920	404641
1122	191076	404442
1123	191245	404270
1124	191415	404100
1125	191583	403925
1126	191759	403767
1127	191940	403620
1128	192087	403401
1129	192253	403222
1130	192424	403053
1131	192586	402865
1132	192766	402716
1133	192972	402620
1134	193133	402431
1135	193274	402200
1136	193462	402067
1137	193631	401896
1138	193806	401735
1139	193955	401521
1140	194135	401371
1141	194288	401165
1142	194505	401092
1143	194646	400862
1144	194822	400703
1145	194980	400510
1146	195200	400441
1147	195372	400274
1148	195574	400169
1149	195761	400034
1150	195921	399842
1151	196071	399631
1152	196262	399504
1153	196428	399324
1154	196608	399174
1155	196760	398967
1156	196949	398834
1157	197094	398613
1158	197263	398440
1159	197431	398266
1160	197604	398102
1161	197776	397935
1162	197938	397748
1163	198108	397577
1164	198258	397367
1165	198368	397076
1166	198543	396917
1167	198724	396768
1168	198897	396604
1169	199064	396426
1170	199237	396263
1171	199404	396086
1172	199593	395953
1173	199777	395810
1174	199948	395643
1175	200113	395461
1176	200331	395386
1177	200491	395195
1178	200659	395022
1179	200831	394854
1180	200977	394638
1181	201140	394453
1182	201307	394276
1183	201495	394141
1184	201707	394052
1185	201873	393874
1186	202042	393702
1187	202219	393544
1188	202378	393353
1189	202535	393157
1190	202749	393071
1191	202911	392886
1192	203110	392771
1193	203270	392580
1194	203432	392394
1195	203613	392244
1196	203800	392106
1197	203986	391967
1198	204118	391723
1199	204288	391553
1200	204447	391362
1201	204592	391142
1202	204756	390960
1203	204936	390808
1204	205101	390629
1205	205242	390403
1206	205403	390215
1207	205546	389993
1208	205744	389876
1209	205895	389670
1210	206102	389569
1211	206344	389534
1212	206513	389362
1213	206700	389224
1214	206882	389075
1215	207044	388889
1216	207215	388719
1217	207397	388572
1218	207564	388396
1219	207745	388245
1220	207930	388102
1221	208091	387916
1222	208251	387725
1223	208416	387545
1224	208612	387423
1225	208778	387244
1226	208953	387083
1227	209099	386868
1228	209274	386705
1229	209434	386516
1230	209599	386337
1231	209759	386147
1232	209932	385982
1233	210125	385853
1234	210302	385696
1235	210448	385482
1236	210632	385336
1237	210808	385176
1238	210967	384985
1239	211145	384829
1240	211336	384696
1241	211503	384521
1242	211666	384337
1243	211901	384284
1244	212055	384084
1245	212232	383925
1246	212421	383788
1247	212606	383645
1248	212784	383489
1249	212937	383287
1250	213122	383142
1251	213302	382991
1252	213472	382819
1253	213633	382632
1254	213823	382496
1255	213981	382305
1256	214169	382166
1257	214343	382001
1258	214518	381840
1259	214744	381767
1260	214925	381616
1261	215114	381478
1262	215305	381343
1263	215471	381167
1264	215677	381058
1265	215824	380846
1266	216004	380692
1267	216195	380559
1268	216428	380497
1269	216644	380407
1270	216776	380168
1271	216939	379985
1272	217121	379834
1273	217291	379662
1274	217484	379531
1275	217691	379424
1276	217914	379346
1277	218098	379198
1278	218285	379054
1279	218454	378882
1280	218637	378733
1281	218816	378575
1282	219014	378453
1283	219197	378303
1284	219403	378194
1285	219563	378004
1286	219749	377859
1287	219950	377741
1288	220120	377569
1289	220296	377407
1290	220492	377278
1291	220751	377259
1292	220942	377122
1293	221093	376918
1294	221289	376789
1295	221488	376666
1296	221659	376496
1297	221841	376344
1298	221962	376088
1299	222084	375835
1300	222278	375704
1301	222448	375532
1302	222636	375388
1303	222831	375258
1304	222979	375049
1305	223148	374875
1306	223295	374664
1307	223469	374500
1308	223618	374292
1309	223771	374091
1310	223965	373958
1311	224138	373791
1312	224299	373605
1313	224485	373459
1314	224660	373295
1315	224802	373076
1316	224992	372936
1317	225174	372785
1318	225362	372643
1319	225533	372471
1320	225747	372372
1321	225906	372182
1322	226064	371989
1323	226228	371807
1324	226416	371664
1325	226618	371544
1326	226800	371392
1327	226967	371214
1328	227128	371028
1329	227286	370836
1330	227475	370694
1331	227672	370565
1332	227842	370393
1333	228006	370211
1334	228182	370048
1335	228348	369869
1336	228541	369735
1337	228747	369619
1338	228910	369437
1339	229086	369273
1340	229246	369084
1341	229439	368950
1342	229602	368766
1343	229787	368617
1344	229935	368409
1345	230117	368256
1346	230268	368053
1347	230421	367854
1348	230618	367725
1349	230852	367653
1350	231017	367473
1351	231142	367229
1352	231311	367055
1353	231468	366862
1354	231635	366684
1355	231822	366539
1356	232025	366418
1357	232209	366269
1358	232368	366078
1359	232502	365849
1360	232665	365665
1361	232783	365411
1362	232945	365227
1363	233099	365029
1364	233261	364845
1365	233463	364722
1366	233631	364547
1367	233804	364378
1368	234022	364282
1369	234194	364113
1370	234339	363901
1371	234536	363770
1372	234695	363581
1373	234851	363387
1374	235032	363231
1375	235192	363044
1376	235345	362845
1377	235540	362712
1378	235727	362566
1379	235885	362375
1380	236031	362165
1381	236208	362004
1382	236369	361818
1383	236557	361673
1384	236750	361536
1385	236931	361379
1386	237111	361223
1387	237271	361036
1388	237436	360855
1389	237601	360675
1390	237803	360552
1391	237978	360386
1392	238204	360299
1393	238368	360117
1394	238531	359934
1395	238721	359792
1396	238918	359661
1397	239089	359489
1398	239268	359330
1399	239454	359181
1400	239609	358986
1401	239830	358890
1402	239996	358711
1403	240161	358531
1404	240321	358343
1405	240489	358169
1406	240687	358037
1407	240865	357877
1408	241050	357726
1409	241227	357564
1410	241397	357392
1411	241550	357194
1412	241696	356986
1413	241884	356839
1414	242052	356663
1415	242216	356481
1416	242393	356320
1417	242629	356245
1418	242838	356128
1419	243014	355965
1420	243177	355782
1421	243354	355619
1422	243533	355459
1423	243707	355292
1424	243874	355115
1425	244038	354934
1426	244206	354758
1427	244437	354673
1428	244622	354522
1429	244802	354364
1430	244973	354192
1431	245132	354003
1432	245312	353845
1433	245491	353685
1434	245658	353508
1435	245824	353329
1436	245995	353158
1437	246152	352966
1438	246318	352787
1439	246496	352626
1440	246682	352477
1441	246852	352303
1442	246995	352093
1443	247170	351927
1444	247344	351760
1445	247505	351574
1446	247664	351385
1447	247804	351170
1448	247954	350969
1449	248199	350902
1450	248430	350816
1451	248585	350622
1452	248739	350426
1453	248971	350341
1454	249146	350175
1455	249315	350000
1456	249483	349825
1457	249719	349744
1458	249860	349530
1459	249995	349308
1460	250194	349176
1461	250381	349026
1462	250538	348835
1463	250698	348649
1464	250876	348487
1465	251032	348294
1466	251222	348150
1467	251428	348026
1468	251556	347794
1469	251728	347625
1470	251905	347461
1471	252114	347343
1472	252301	347192
1473	252494	347051
1474	252704	346933
1475	252897	346791
1476	253068	346620
1477	253241	346451
1478	253422	346292
1479	253610	346143
1480	253809	346010
1481	253984	345844
1482	254115	345617
1483	254293	345455
1484	254458	345274
1485	254619	345090
1486	254764	344882
1487	254949	344729
1488	255114	344549
1489	255297	344394
1490	255442	344188
1491	255664	344085
1492	255838	343916
1493	256034	343778
1494	256189	343585
1495	256364	343418
1496	256531	343241
1497	256706	343074
1498	256891	342922
1499	257052	342736
1500	257226	342569
1501	257387	342383
1502	257561	342216
1503	257730	342041
1504	257901	341869
1505	258081	341709
1506	258246	341530
1507	258443	341392
1508	258609	341213
1509	258790	341054
1510	259015	340954
1511	259258	340876
1512	259435	340712
1513	259576	340500
1514	259776	340367
1515	259937	340181
1516	260100	339999
1517	260258	339811
1518	260426	339634
1519	260595	339460
1520	260739	339252
1521	260954	339137
1522	261132	338974
1523	261292	338788
1524	261461	338613
1525	261634	338445
1526	261849	338329
1527	262056	338204
1528	262240	338048
1529	262407	337871
1530	262559	337674
1531	262693	337455
1532	262865	337284
1533	263037	337113
1534	263183	336909
1535	263384	336775
1536	263550	336596
1537	263753	336466
1538	263917	336284
1539	264065	336082
1540	264244	335921
1541	264412	335745
1542	264580	335569
1543	264734	335376
1544	264918	335220
1545	265119	335085
1546	265279	334900
1547	265441	334717
1548	265612	334544
1549	265805	334400
1550	265950	334195
1551	266158	334069
1552	266351	333925
1553	266531	333765
1554	266708	333600
1555	266851	333392
1556	266999	333192
1557	267166	333015
1558	267351	332860
1559	267564	332740
1560	267752	332589
1561	267942	332441
1562	268113	332269
1563	268286	332098
1564	268466	331938
1565	268657	331789
1566	268858	331655
1567	269018	331469
1568	269197	331306
1569	269349	331110
1570	269509	330925
1571	269668	330738
1572	269870	330604
1573	270019	330405
1574	270147	330180
1575	270303	329990
1576	270486	329832
1577	270664	329668
1578	270806	329461
1579	270965	329273
1580	271138	329105
1581	271320	328945
1582	271499	328783
1583	271693	328639
1584	271891	328499
1585	272062	328327
1586	272210	328127
1587	272391	327967
1588	272575	327811
1589	272746	327638
1590	272914	327462
1591	273073	327276
1592	273267	327132
1593	273438	326960
1594	273622	326802
1595	273820	326662
1596	274061	326574
1597	274240	326411
1598	274406	326232
1599	274596	326083
1600	274814	325967
1601	275019	325834
1602	275210	325685
1603	275378	325509
1604	275585	325379
1605	275769	325222
1606	275955	325067
1607	276135	324905
1608	276297	324721
1609	276464	324544
1610	276636	324374
1611	276792	324183
1612	276982	324033
1613	277151	323858
1614	277336	323701
1615	277440	323451
1616	277575	323237
1617	277767	323089
1618	277916	322891
1619	278096	322729
1620	278286	322578
1621	278441	322387
1622	278614	322217
1623	278774	322033
1624	278942	321856
1625	279119	321691
1626	279300	321530
1627	279468	321354
1628	279632	321173
1629	279788	320984
1630	279954	320805
1631	280145	320656
1632	280306	320472
1633	280500	320327
1634	280675	320159
1635	280845	319985
1636	281020	319817
1637	281211	319667
1638	281395	319510
1639	281600	319376
1640	281770	319202
1641	281927	319014
1642	282095	318838
1643	282270	318670
1644	282469	318529
1645	282671	318391
1646	282822	318196
1647	282972	318000
1648	283119	317800
1649	283369	317717
1650	283527	317530
1651	283692	317350
1652	283861	317176
1653	284062	317037
1654	284234	316865
1655	284412	316700
1656	284606	316553
1657	284827	316436
1658	285013	316280
1659	285179	316102
1660	285357	315937
1661	285539	315777
1662	285704	315598
